44,46
62,1
44,78
91,11
70,17
49,20
55,27
44,39
97,78
70,38
62,85
87,23
96,89
26,19
64,48
40,61
8,52
90,78
2,7
74,1
53,99
12,37
33,93
74,49
54,50
100,26
7,33
41,15
27,3
33,95
16,10
27,90
61,96
93,74
28,41
42,96
31,54
32,8
2,2
62,90
81,24
94,12
49,65
89,63
29,10
46,54
96,35
33,85
53,84
79,28
12,25
28,81
50,26
64,25
46,53
10,28
87,21
52,100
11,21
49,53
62,17
74,92
77,31
28,84
21,4
80,85
48,3
26,18
98,80
32,96
31,43
83,89
26,32
86,90
57,8
87,51
72,68
40,50
77,60
12,2
62,67
83,65
47,12
3,76
23,3
25,44
96,95
80,41
14,93
32,35
70,59
58,30
42,58
77,65
15,69
39,45
85,77
55,27
54,60
77,18
12,10
72,33
33,81
15,92
57,24
10,7
53,86
14,27
33,91
98,67
59,91
50,83
27,89
71,100
55,57
33,46
59,44
81,56
69,62
88,42
57,13
62,82
60,53
71,53
71,20
61,39
73,31
73,65
11,78
82,29
75,81
1,14
33,96
56,22
80,25
92,65
61,6
92,43
9,87
55,21
50,19
51,69
96,44
48,1
17,34
74,31
8,77
33,48
93,6
2,77
50,80
87,63
39,95
42,93
51,15
7,10
53,19
16,80
92,12
35,19
48,92
58,47
54,96
86,77
66,34
35,69
73,22
48,94
95,83
65,29
41,56
35,69
65,56
43,55
45,5
50,76
28,8
26,11
23,95
10,8
11,10
19,89
54,6
25,98
39,38
81,64
84,94
48,35
28,48
8,32
51,56
22,50
49,96
14,85
51,68
32,47
80,43
85,61
10,43
15,97
11,79
27,83
86,47
9,75
36,97
50,89
55,92
83,30
64,29
16,2
3,45
55,26
43,86
43,10
17,10
19,76
10,65
18,48
78,20
38,74
6,79
20,32
72,28
68,61
37,67
7,92
55,82
23,66
59,75
20,66
55,13
44,55
47,55
93,35
61,36
69,11
39,16
66,59
25,86
26,45
91,44
28,5
33,20
85,96
13,47
52,29
13,34
10,26
94,56
68,23
67,72
39,84
71,78
50,10
77,4
76,3
47,40
83,86
67,36
61,99
18,40
78,29
77,3
15,87
23,85
33,52
59,69
25,42
58,30
31,70
36,18
57,3
77,13
50,23
90,64
30,32
67,28
40,3
15,66
64,92
86,73
55,42
85,38
27,77
29,57
44,59
99,78
72,73
48,4
27,86
27,60
100,49
60,31
41,53
54,41
4,93
77,15
25,26
73,83
22,72
89,35
60,55
95,51
90,82
61,50
42,21
90,26
66,48
15,35
96,35
1,68
81,52
28,29
5,26
34,57
71,48
24,29
60,70
40,34
44,78
100,61
40,9
95,98
56,11
41,48
87,83
48,4
66,31
98,15
56,99
53,41
66,49
89,89
69,55
12,6
51,67
22,51
82,83
50,36
41,4
15,31
99,25
96,91
84,100
25,52
17,66
95,35
83,11
5,44
48,51
58,52
89,3
6,70
16,73
72,94
18,79
8,43
93,65
97,1
75,31
80,17
76,24
23,48
26,70
6,32
94,25
13,43
21,36
27,31
42,61
82,67
76,39
72,51
73,14
7,42
93,14
79,5
98,84
88,53
52,77
38,89
77,67
57,99
78,29
29,51
28,18
84,10
45,35
13,37
100,57
59,96
49,50
20,90
5,7
78,78
46,97
36,11
11,79
82,34
53,73
84,96
38,8
77,60
67,47
70,50
4,78
32,89
58,35
30,81
74,84
41,52
24,61
70,50
89,73
2,31
42,36
10,70
46,11
28,37
59,16
50,72
60,41
52,7
30,73
7,31
39,53
15,51
26,14
39,56
27,97
11,57
89,52
80,95
45,24
17,86
16,30
54,87
94,91
73,81
35,60
20,5
78,35
23,44
38,48
10,48
15,53
63,55
5,83
73,20
3,53
22,41
44,29
25,82
98,57
1,86
33,59
34,69
33,34
97,60
28,38
66,37
70,13
34,14
4,21
19,8
86,80
96,29
1,85
26,51
75,7
20,8
8,46
5,29
83,57
6,16
24,45
20,26
99,57
13,82
68,8
14,54
87,94
65,64
33,20
18,96
62,48
10,6
70,6
70,87
94,97
45,21
52,27
54,33
16,24
12,3
31,3
20,8
96,41
41,16
81,51
10,47
32,56
7,93
95,63
44,98
88,40
26,69
79,23
63,92
6,76
89,9
72,76
35,75
11,48
56,94
80,26
90,44
43,30
84,38
14,35
40,62
72,72
44,89
22,68
38,75
71,40
31,80
48,68
79,45
23,51
57,40
53,77
73,62
21,49
18,55
57,36
42,14
88,26
74,92
100,64
46,41
35,52
18,23
5,17
46,66
28,88
18,76
95,61
94,45
34,5
28,73
22,40
27,62
13,51
33,98
39,68
36,73
27,92
99,49
70,7
12,68
86,76
20,78
18,43
19,29
76,20
71,65
91,100
100,64
17,73
50,96
54,12
96,2
50,30
45,10
17,69
98,8
62,7
94,21
64,100
72,29
42,94
95,10
76,31
16,68
56,11
100,65
39,7
18,46
55,57
62,80
71,84
43,74
48,94
73,31
85,97
42,56
92,46
79,2
43,53
65,39
95,29
52,7
81,80
54,26
46,99
86,28
85,89
52,23
62,65
66,35
25,89
50,58
83,7
35,100
82,2
45,1
95,48
76,93
11,11
8,53
81,87
21,97
35,1
73,9
32,62
18,63
83,69
79,30
65,85
83,21
34,35
30,70
91,71
88,85
92,31
72,96
89,94
16,3
56,32
69,2
41,78
33,1
56,59
50,3
24,15
58,25
68,69
19,34
56,14
94,22
29,75
74,48
42,95
77,46
74,95
57,8
53,96
36,89
27,77
87,80
66,57
51,68
52,39
51,56
38,55
8,99
81,98
59,9
81,76
60,7
79,39
7,17
39,15
30,56
51,42
54,52
49,96
89,42
97,83
69,27
29,75
38,92
33,99
33,61
53,40
26,93
21,95
10,87
62,21
25,79
59,3
24,73
37,21
90,58
1,51
66,89
80,28
51,11
30,58
66,75
58,85
15,67
99,38
9,13
14,43
22,97
40,29
49,45
52,17
92,93
100,13
76,33
93,18
51,86
85,94
65,68
40,14
58,59
86,75
59,45
9,11
99,88
41,60
6,52
31,9
31,97
51,70
71,35
97,99
70,28
36,90
98,53
19,74
53,97
3,48
53,4
62,6
9,84
18,4
46,21
2,26
87,43
12,68
3,81
84,40
85,84
41,57
24,12
31,57
55,66
91,27
66,75
72,41
49,59
93,87
21,42
55,60
20,6
92,87
94,96
59,34
11,46
5,96
48,86
90,43
77,12
44,20
81,58
88,32
16,65
49,27
17,32
58,21
32,97
35,1
34,6
11,33
72,85
19,98
74,56
45,26
15,96
39,36
5,95
43,1
80,33
85,56
86,25
100,15
39,50
2,17
17,92
11,31
96,85
63,26
18,73
13,17
71,7
89,49
64,61
18,77
15,2
72,31
51,14
75,75
43,72
56,45
89,83
31,82
89,33
98,65
4,57
19,13
5,60
38,60
9,83
6,91
54,43
41,33
95,92
26,4
52,78
45,72
25,24
37,4
17,88
40,59
23,42
36,42
89,99
25,44
13,36
64,19
33,13
32,78
28,41
41,64
85,92
74,81
26,11
9,80
5,66
38,100
7,4
63,54
50,58
46,98
20,26
56,58
40,22
93,60
39,33
45,19
52,20
29,52
98,93
81,76
28,43
47,33
91,84
44,86
30,14
1,12
60,34
96,69
71,58
91,5
99,3
73,64
67,47
3,70
91,15
19,52
17,50
46,32
81,29
81,29
70,73
10,75
14,90
54,8
41,9
21,37
61,76
19,14
73,19
80,52
74,90
19,29
85,23
60,81
10,69
24,72
99,91
14,34
10,2
19,17
25,54
27,100
64,53
72,54
66,45
78,95
60,18
100,63
58,46
63,98
52,22
93,33
2,40
88,5
77,82
73,99
44,70
80,65
67,69
62,5
84,17
67,16
45,67
61,67
27,34
69,84
28,56
54,38
52,78
45,5
92,73
11,41
91,80
1,24
20,37
56,62
25,81
46,70
18,85
59,33
26,55
83,87
65,91
64,20
17,59
1,54
42,82
6,16
59,33
41,4
71,28
16,41
86,35
29,67
30,46
21,7
98,38
38,98
71,98
16,37
72,55
81,88
66,44
92,33
83,22
22,70
43,43
36,36
64,55
68,98
22,58
90,3
50,51
94,87
7,9
76,58
31,89
68,77
63,17
81,49
82,91
55,57
31,16
1,32
4,66
28,21
85,97
85,99
49,90
99,86
2,29
98,20
69,29
71,51
2,42
3,72
61,47
16,93
85,89
5,51
82,34
49,69
