1,97
4,9
4,78
6,11
6,89
7,49
8,6
9,75
11,45
15,18
16,16
16,77
16,81
18,76
20,12
21,82
22,70
24,67
24,94
25,70
25,82
26,38
26,54
27,74
33,27
33,29
33,85
34,50
34,52
35,22
35,75
36,35
36,87
38,18
38,43
38,84
38,95
39,6
39,41
39,68
42,16
42,40
43,60
44,15
48,44
49,18
49,29
52,38
52,73
52,89
53,45
53,60
55,23
55,96
57,77
59,26
60,98
61,38
62,25
63,70
64,30
64,63
65,90
66,26
66,29
66,53
68,64
68,80
69,48
69,79
70,53
73,66
74,29
75,58
77,33
79,4
81,9
81,83
81,89
83,55
83,64
84,12
84,93
86,11
86,44
86,54
87,47
89,76
89,92
90,8
92,33
92,37
92,50
92,96
94,49
98,3
98,53
99,25
99,35
99,71
